"n_tows","n_ID_yr","n_ID_yr_per","n_ID_yr_cum_per"
1,6388,69.6923412611826,69.6923412611826
2,2047,22.3325332751473,92.0248745363299
3,532,5.80405847698014,97.8289330133101
4,134,1.46192450360026,99.2908575169103
5,31,0.338206415012001,99.6290639319223
6,24,0.26183722452542,99.8909011564477
7,5,0.0545494217761292,99.9454505782239
8,2,0.0218197687104517,99.9672703469343
9,2,0.0218197687104517,99.9890901156448
11,1,0.0109098843552258,100
